,timestamp,hiv/aids,covid-19,takotsubo cardiomyopathy,tuberculoses,endocarditis,syphilis,hypertension,sarcoidoses,hepatitis b,ulcerative colitis,crohn’s disease,chagas disease,3545003.0,3716002.0,3723001.0,4308002.0,6142004.0,6471006.0,7973008.0,8357008.0,menstruation,9829001.0,10743008.0,11381005.0,11654001.0,13746004.0,34486009.0,40930008.0,14669001.0,15188001.0,18193002.0,18718003.0,21134002.0,396275006.0,22298006.0,23502006.0,23919004.0,24693007.0,24700007.0,25458004.0,26889001.0,26929004.0,29384001.0,30811009.0,31384009.0,32398004.0,32798002.0,32914008.0,34840004.0,35489007.0,36971009.0,37340000.0,39400004.0,39621005.0,40733004.0,91302008,161712005.0,43116000.0,44054006.0,46635009.0,49049000.0,49601007.0,50829006.0,52448006.0,52702003.0,53741008.0,54150009.0,56317004.0,56925008.0,57182000.0,57406009.0,59927004.0,60862001.0,61462000.0,61599003.0,62315008.0,63102001.0,67362008.0,68566005.0,69322001.0,69896004.0,73211009.0,73442001.0,74732009.0,75694006.0,76376003.0,86044005.0,709044004.0,129103003.0,195967001.0,200936003.0,233604007.0,698247007.0
0,20230320,2800,181604,90,28446,1076,4776,10243,64,2502,1020,120,537,94,388,8336,1,12168,114644,15,49,2692,111,2065,2577,58,4738,521,275,168,3770,194,520,41200,1689,42190,1358,65,754,6109,28,34,14298,628,5,146,2152,8258,261,1097,124448,93,823,303,924,55119,4117,3172,1214,2633,182,17907,14032,241,25483,805,1200,260,1168,1883,1579,385,4726,1345,16686,205,8046,445,0,464,4690,3330,27211,9,56206,1510,157,1657,1124,1250,9521,6061,22713,2886
