,index,male,female,non-binary,timestamp
509,24700007.0,0,0,0,2022-03-15T01:24:28
510,25458004.0,0,0,0,2022-03-15T01:24:28
511,26889001.0,0,0,0,2022-03-15T01:24:28
512,26929004.0,0,0,0,2022-03-15T01:24:28
513,29384001.0,0,0,0,2022-03-15T01:24:28
514,30811009.0,0,0,0,2022-03-15T01:24:28
515,31384009.0,0,0,0,2022-03-15T01:24:28
516,32398004.0,0,0,0,2022-03-15T01:24:28
517,32798002.0,0,0,0,2022-03-15T01:24:28
518,32914008.0,0,0,0,2022-03-15T01:24:28
519,34840004.0,0,0,0,2022-03-15T01:24:28
520,35489007.0,0,0,0,2022-03-15T01:24:28
521,36971009.0,0,0,0,2022-03-15T01:24:28
522,37340000.0,0,0,0,2022-03-15T01:24:28
523,39400004.0,0,0,0,2022-03-15T01:24:28
524,39621005.0,0,0,0,2022-03-15T01:24:28
525,40733004.0,0,0,0,2022-03-15T01:24:28
526,91302008,0,0,0,2022-03-15T01:24:28
527,161712005.0,0,0,0,2022-03-15T01:24:28
528,43116000.0,0,0,0,2022-03-15T01:24:28
529,44054006.0,0,0,0,2022-03-15T01:24:28
530,46635009.0,0,0,0,2022-03-15T01:24:28
531,49049000.0,0,0,0,2022-03-15T01:24:28
532,49601007.0,0,0,0,2022-03-15T01:24:28
533,50829006.0,0,0,0,2022-03-15T01:24:28
534,52448006.0,0,0,0,2022-03-15T01:24:28
535,52702003.0,0,0,0,2022-03-15T01:24:28
536,53741008.0,0,0,0,2022-03-15T01:24:28
537,54150009.0,0,0,0,2022-03-15T01:24:28
538,56317004.0,0,0,0,2022-03-15T01:24:28
539,56925008.0,0,0,0,2022-03-15T01:24:28
540,57182000.0,0,0,0,2022-03-15T01:24:28
541,57406009.0,0,0,0,2022-03-15T01:24:28
542,59927004.0,0,0,0,2022-03-15T01:24:28
543,60862001.0,0,0,0,2022-03-15T01:24:28
544,61462000.0,0,0,0,2022-03-15T01:24:28
545,61599003.0,0,0,0,2022-03-15T01:24:28
546,62315008.0,0,0,0,2022-03-15T01:24:28
547,63102001.0,0,0,0,2022-03-15T01:24:28
548,67362008.0,0,0,0,2022-03-15T01:24:28
549,68566005.0,0,0,0,2022-03-15T01:24:28
550,69322001.0,0,0,0,2022-03-15T01:24:28
551,69896004.0,0,0,0,2022-03-15T01:24:28
552,73211009.0,0,0,0,2022-03-15T01:24:28
553,73442001.0,0,0,0,2022-03-15T01:24:28
554,74732009.0,0,0,0,2022-03-15T01:24:28
555,75694006.0,0,0,0,2022-03-15T01:24:28
556,76376003.0,0,0,0,2022-03-15T01:24:28
557,86044005.0,0,0,0,2022-03-15T01:24:28
558,709044004.0,0,0,0,2022-03-15T01:24:28
559,129103003.0,0,0,0,2022-03-15T01:24:28
560,195967001.0,0,0,0,2022-03-15T01:24:28
561,200936003.0,0,0,0,2022-03-15T01:24:28
562,233604007.0,0,0,0,2022-03-15T01:24:28
563,698247007.0,0,0,0,2022-03-15T01:24:28
